,Hip8,Hip11,Hip3,Hip16,Hip4,Hip15,Hip12,Hip7,Hip13,Hip5,Hip10,Hip9,Hip6,Hip14,Hip30,Hip24,Hip23,Hip22,Hip32,Hip31,Hip21,Hip29,Hip25,Hip17,Hip28,Hip18,Hip20,Hip27,Hip26,Hip19,QC HIP 1,QC HIP 2,QC HIP 3,QC HIP 4,QC HIP 5,Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx23,Cortx22,Cortx30,Cortx14,Cortx10,Cortx2,Cortx5,Cortx13,Cortx9,Cortx1,Cortx6,Cortx15,Cortx8,Cortx11,Cortx7,Cortx16,Cortx12,Cortx4,Cortx3,QCCortx 1,QCCortx 2,QCCortx 3,QCCortx 4,QCCortx 5,QC Mix 1,QC Mix 2,QC Mix 3,QC Mix 4,QC Mix 5
88,45602.54089,53647.44927,26662.89856,37294.52077,26991.62399,27483.88763,24963.66981,31492.66837,49877.79132,27993.583,49962.24538,46670.05765,29078.64839,30036.43921,32008.46647,50339.90692,36735.20224,28529.75046,60945.33984,27331.81435,42576.82347,42532.66045,29951.07291,66492.71307,43900.38292,28121.56518,29274.44831,33358.2707,50472.49193,55359.96391,42193.08864,39842.32957,35446.89068,33076.98951,33130.74286,48865.30587,51374.29857,53015.20121,32397.62333,33107.09394,50211.28942,62782.7357,48693.72122,46508.51216,54063.23103,55519.64237,53009.43663,50537.34658,57746.89023,68400.37409,39347.34211,50647.87206,61876.32653,49592.80632,56924.81292,47157.14906,63696.01885,51788.99372,50071.60109,46070.34048,46761.18432,57089.41527,65489.98912,53798.01807,28614.6659,35217.86504,38279.86646,39588.33543,41043.23769,42347.93573,43794.98054,41210.7662,35021.2443,34685.65388,35876.36378,35304.12486
89,18266.20084,16668.30749,14928.71573,13012.29588,18932.1388,8713.214777,13726.79691,9465.749421,14654.6166,17663.71344,13897.81804,13721.24799,10239.22915,10055.03931,10653.79147,14058.82839,14895.41452,10691.55928,9542.763561,9138.019692,9453.317022,11487.70459,14886.12904,12534.17066,10934.00643,12546.24507,11950.19998,8287.535447,12354.25805,7553.612007,12816.33901,11926.2211,10844.70729,11420.75791,11356.76644,14580.92843,13027.92985,12407.79705,10855.49015,10530.77181,10673.54804,14085.39986,12847.39562,17019.49306,11774.25932,16348.95377,10887.00047,11937.63195,12721.1812,12910.18695,15670.60793,11554.81982,12615.37327,12823.10339,11791.39741,10702.66966,12679.71239,9458.276142,16081.13736,15133.61381,12766.15796,8168.900046,13430.06009,11542.00609,9811.76761,11548.59217,14017.41351,11746.92289,11905.00117,12367.44656,12613.43134,12966.74577,10958.3604,11110.91709,10880.02319,11843.84798
90,107356.3366,105177.8202,68037.66134,78210.56396,71069.97751,51996.37091,66298.77928,59467.69998,138113.1236,64329.57768,86126.48775,82658.6166,51702.44655,55857.45035,68818.05149,70373.52089,94367.38444,68172.94393,73577.06965,47178.42433,72997.05636,60560.94194,92146.72972,90101.85779,62780.52213,62769.57132,53112.11942,42414.7683,75600.11062,49656.12115,72319.92687,57177.48751,53421.63482,54523.99362,55433.07375,105182.7409,94876.37724,127775.1061,102812.0317,104228.0344,67192.09442,69126.71176,130084.7799,86334.1629,70793.848,80166.85972,112655.2129,71625.50423,65359.77218,61366.25658,111705.2955,106449.4631,79078.90878,78393.92533,77052.24376,104494.179,69423.55076,82239.04394,102922.9775,91204.53983,118719.3961,110159.3559,86465.488,103623.3547,72640.15793,80085.76255,130252.3686,78932.5698,79535.10006,85545.73734,88834.06221,85837.87003,69112.24184,68464.78681,67392.81336,71800.81381
91,3511.896196,5458.955564,2258.862226,3753.940786,8320.842081,1245.875088,3015.507708,3304.862821,5772.948486,2407.020274,4752.817114,4877.436091,2365.386291,2810.252542,2353.377796,2753.910628,2830.63585,1400.053555,2283.076614,1698.036821,1607.215997,2804.443394,4191.20714,3018.956759,1924.619318,3339.625229,2601.417134,1783.727199,1994.355861,1360.888054,3377.305755,3193.132818,3000.308911,3175.625354,3108.529245,1889.324207,2298.728293,2150.211986,2463.659557,2528.140025,2302.534193,2793.327296,3764.315728,2117.841783,2618.407661,1959.935162,2402.701786,1877.248617,1430.24626,2515.138893,2638.331051,1808.954779,1239.919365,1336.394844,3035.746727,855.0682551,1702.723159,816.8392828,2941.693981,4594.302399,3426.413855,984.5611784,2730.622966,2192.55286,1762.028148,2823.489534,2433.930443,2395.206896,2652.188179,2584.291623,2719.818201,2903.230428,2909.533309,2878.423085,2830.246645,2689.272721
92,661903.3391,657761.7275,479896.9383,530898.1454,513589.0413,355451.8787,480484.5846,440764.0502,671655.4315,444654.6338,561669.0247,520073.2337,417728.9308,422141.0157,421956.0715,504989.6693,553046.4893,424972.6838,461393.6072,318502.2102,475650.8982,498167.4103,585735.1977,532535.0151,461787.1197,447731.1593,433930.9941,293232.3006,507852.3622,324058.9558,503065.9105,454122.7722,444340.0929,433314.0021,464949.1969,765621.7164,629956.1004,731079.1775,639078.1573,583573.6775,585896.7733,550785.2403,662851.1376,697274.1045,541615.7426,626233.1029,638771.278,588209.0891,567355.8641,567841.8877,623265.4269,645419.8029,629268.8699,600581.1806,591133.9632,604833.8961,643560.4255,604079.6169,639201.6069,653077.9699,683635.9118,587265.4988,580823.027,597551.9049,542086.404,501919.1097,678796.6489,572073.0946,570042.6315,591473.1701,595379.467,555779.3831,528631.284,494467.2777,561447.3217,506857.2808
93,46986.92665,45720.23229,39612.64754,34868.04506,59334.39229,16360.14921,36172.13423,31746.46207,62750.8454,23273.11336,43929.69361,38143.56396,39909.8212,26162.22417,29707.80302,36619.40032,52967.47654,26823.4649,46731.76927,21039.38509,30891.12862,54996.05779,36733.77348,37557.1515,24800.08238,27217.73838,23596.44501,12725.16302,37013.92775,11967.11447,36199.71475,36301.63726,36170.75706,35782.28782,36810.98556,89603.18169,57667.13467,84465.90743,45631.12964,50323.76492,44662.33235,55274.20143,88073.42519,98046.16814,70243.54905,89505.23469,101291.9885,83333.69506,91901.06609,81278.2204,60678.94734,61649.54175,90821.26812,84042.45857,60641.74671,55006.83499,83520.24509,63415.15597,56503.07237,70500.94609,56570.60162,69004.63028,52272.26591,64317.12492,47650.06695,72736.58142,72154.21559,77407.15978,82186.82593,85761.71924,93113.41776,55975.79934,55230.33661,54971.66539,56586.08028,56508.00745
94,15461.81189,14777.15543,15549.16085,14251.67394,13787.28284,13943.8948,12592.72531,11172.91463,15126.34485,14621.51611,13322.20268,14169.36664,14022.62821,13826.42043,14276.49297,15849.46507,15135.18212,14127.71639,15562.97308,13575.44271,15303.72329,14596.04385,13041.50402,14385.51181,13423.20271,13682.11747,13153.57715,13416.40134,13021.33288,13331.30931,18079.96586,17631.92729,16922.99895,17169.24848,16559.69355,15411.94116,14215.38636,16030.34455,14856.65683,15572.11994,13268.10375,14294.53009,14522.68337,14988.18638,14405.66142,14630.31267,14676.62114,14150.99685,12701.70009,14108.99675,16252.13932,14090.95071,15337.2567,13840.44352,15447.75836,13721.52431,13862.66384,15320.62494,14278.71654,14403.56724,15615.64533,16247.629,14232.63584,13229.21043,13547.88714,13262.67649,20555.85628,18884.95878,19150.94144,18693.77287,19048.62932,18108.60068,18863.03136,17857.04194,17220.22537,17716.29723
95,54965.92858,42297.67916,30405.80299,35902.33023,54268.96952,16727.72401,44971.42669,28672.40467,45493.5964,46677.13671,38514.45921,32051.17577,23978.08397,28180.35594,22016.28862,31537.03184,30818.48608,20290.20252,20252.29293,13953.24187,10160.76902,30378.84441,36874.54866,37870.73629,22700.53847,36190.46948,44938.06062,13556.62205,34039.44412,7352.021226,28371.29076,23189.31269,22323.97232,24617.52171,27070.50122,50370.75939,41807.17298,31263.50148,31582.66377,39618.29194,27417.85889,54203.38229,43236.0581,50375.90987,34363.3594,37194.30183,31024.03807,32868.62853,45380.49581,43733.39919,48535.79824,28308.75372,41835.35228,33076.26178,37849.55702,26097.81489,39731.20953,14430.36902,45460.77081,42484.57826,34897.5312,26377.47021,36511.11723,32666.47019,18456.32826,30210.89919,42690.13168,31018.84183,34503.16141,38866.16907,41983.78319,32125.05234,26321.61532,26518.5076,30296.53622,32987.9279
96,6874.749385,8241.439229,3963.524591,4599.249146,6639.689383,1579.303801,4266.271779,3736.870166,10758.03334,2028.803299,7203.131129,4878.709895,3213.531945,3037.973342,2401.288012,3949.327272,5301.782542,2310.981936,4494.802796,1639.950193,3532.549646,4452.795892,5071.566907,5175.89796,2599.493687,3046.515716,2919.554472,1107.435598,3988.336657,1212.75785,3969.257754,3930.452218,4013.527473,3753.449131,3768.205536,14177.45215,9404.611092,15261.48415,7888.356231,8581.992056,6383.362282,8609.671387,13633.34374,12713.32767,6535.63333,10166.94653,11584.02306,7421.451704,9211.170693,8101.510296,10336.1706,10029.66023,8683.959328,8935.648288,9402.551375,8679.290208,9237.971268,8276.508798,9814.916663,11270.7392,10174.02073,11229.47515,8967.918673,9974.529626,6439.505543,7829.149706,9914.240497,9979.294035,10495.96734,10674.8911,11792.99702,6542.316905,6241.556671,6511.70538,6832.057457,6836.623766
97,13099.82138,13179.71431,11451.35162,12724.7431,9527.044925,8326.681183,9004.883212,6764.155346,13771.1323,12587.14051,9985.748916,11180.79948,8119.680982,8666.133591,12538.4146,13340.84009,14128.69461,12386.02611,10656.9901,10165.31996,11355.29036,9502.058102,10221.05047,11848.73962,10054.72685,10455.30072,7195.257845,9428.236526,9634.910156,9658.73419,13935.59214,12658.55471,11173.99441,10907.25229,10668.06695,15125.42165,15302.18753,14936.51365,16267.02928,17042.60505,10395.53894,8450.230786,14100.55529,12383.59147,9794.240443,9514.503928,11198.96845,9217.92885,7665.846503,10025.77013,19068.81095,11945.31054,12878.36908,11018.38332,9903.236543,12898.31915,11328.60468,14588.99768,14327.58422,9975.592385,17395.74352,17027.67722,11208.27746,10616.31398,11422.11738,10834.40417,20655.12628,14092.87298,14402.96056,15307.4226,16226.22389,15851.56099,13751.1144,12733.27178,13033.13859,13067.09554
98,5363.188166,4843.439731,7089.545246,3837.845198,3749.369817,7991.047107,4713.041993,3214.514275,5187.795164,5440.656899,4137.047831,4542.035831,6174.761079,5479.601795,6928.016145,5479.02748,8257.266106,6507.531161,7796.632402,9167.42043,11327.06806,7808.665781,4434.264254,6125.699667,6711.089119,4612.092057,4540.758057,8043.500826,6217.572661,10900.53385,5509.782359,6934.450193,7230.171142,7512.70063,7517.242227,7171.606008,7764.020257,7067.170679,9373.121794,8162.734162,7307.337999,6855.560548,6274.567046,9354.760453,8234.98818,9927.439942,10088.76164,10398.72592,12505.96965,7979.713292,6719.528251,9414.098344,8106.819692,11172.94658,6385.053483,9376.789404,6514.409749,11784.52492,7632.684453,4007.510743,6497.180881,4756.117915,8224.375983,6126.684023,9864.426286,10656.26402,7126.091123,9144.65658,9789.398283,9516.65134,9679.387425,7133.958802,7829.213521,8610.799703,8531.003219,8472.364194
99,24829.58795,23133.92297,15780.92813,14735.54107,16934.89044,9466.17108,15177.74765,15221.17743,23615.76676,13521.08024,17963.54538,17174.20279,10348.23519,12457.64418,12610.45234,17148.2824,20496.73581,13168.64259,13871.10993,10024.92588,15737.47915,12366.65623,23163.89797,17554.56783,13191.50342,12450.52185,12423.37289,8668.671026,16313.02459,9793.904586,15711.68335,12692.88644,11657.24913,11994.24841,12457.11544,26270.76658,22468.67287,31069.61772,18011.461,19959.59314,17711.46045,17805.7431,26702.84102,26355.50901,17409.8074,22851.82131,21818.9181,22675.86653,21444.56585,18951.22413,19441.1128,21527.74628,19079.2958,19329.52063,17390.41736,22542.02152,18501.31799,18141.43628,23986.13146,25340.46549,25327.23248,22577.22144,18323.22195,23570.58101,19170.91307,21795.12482,24075.3702,17091.84916,18249.64238,19130.93143,20998.95886,19151.45015,15065.53788,14929.42863,15369.70247,16170.96755
100,82616.54754,72767.12352,78719.01916,52309.05218,57470.90138,63731.95889,59011.74833,40513.99894,84025.44417,61867.20378,62400.34895,59854.04595,64106.25961,57018.16511,71286.64013,66776.01101,103182.8619,68279.73424,80333.04785,70165.2773,102346.6074,83586.92503,61271.50293,76788.17685,67470.13067,53664.895,46542.0383,55335.10905,75802.90199,73228.82872,73423.91068,70140.8465,71769.40987,73766.08672,74609.53078,123449.2418,104696.3658,121421.2036,117145.9408,105557.6107,80365.14329,86788.92162,101601.9325,132008.1199,104585.0695,136150.6288,140379.8984,121392.7747,152247.4585,100306.5728,106565.8187,118631.6518,110482.683,140577.8928,81727.27729,115537.1023,89065.48448,122528.0597,107966.872,64226.22807,89831.23071,73456.07228,108456.4187,89386.00918,105686.6287,119560.4707,116831.1673,116257.7202,119012.938,122455.5017,125943.8043,95798.07541,89055.35268,93571.79507,93464.35552,97251.61592
101,38746.08096,42609.964,23416.47314,29262.61401,24145.57502,22279.4273,22603.66729,22001.243,38694.72144,25114.23923,37320.87515,41493.16408,25412.35013,25296.93356,28314.67482,44701.11792,35187.36167,22498.06133,43837.64248,23095.4487,30590.30312,36947.60515,25158.31616,48476.83266,35756.26357,24044.81108,25107.95951,23281.35381,45527.00913,29617.94084,33445.39929,29429.21444,26200.7974,27826.93313,27900.5744,39050.3713,40057.30967,44680.60104,27584.73866,27888.34487,44209.39083,52677.01167,40426.59304,37811.04987,41072.27465,47306.95932,41583.28702,48168.46505,52250.06289,58719.71094,34836.39555,38966.42379,50424.13326,42556.37015,50548.66261,40145.63572,58407.62936,40357.44046,40611.02683,32945.65406,37756.8246,40325.0341,48859.92186,50165.67006,25802.20378,32309.79473,31144.71698,30512.09482,31813.78797,36149.08274,39458.67504,33969.71686,27013.78458,27340.5981,29931.70133,30043.80531
102,9097.587713,10126.97883,10596.49989,9393.410013,6250.646153,5104.172393,4947.276236,4633.352037,8454.013884,9332.049056,9062.572628,12852.34234,8478.784308,6485.728391,10594.1208,8581.296809,9725.628694,7403.252885,8079.222086,7909.622716,7655.458503,7035.646281,8290.236009,8613.436414,8156.849178,8997.960715,4330.619799,6224.470646,6637.368737,9348.831025,11065.85275,10976.6309,10599.12281,8707.593098,6937.037041,19081.83503,19762.13033,17875.33933,17197.4162,16668.23405,14582.97406,13181.82873,11143.35238,14490.76728,15672.17625,17587.82632,16029.5874,14861.30605,12204.39796,12067.15956,14790.90565,16097.336,18445.0059,15693.44526,15938.50051,16467.28842,13877.75899,12546.28793,17590.42434,17030.54337,18792.11932,17451.99254,18520.64213,16659.09043,13277.0141,11383.05176,18246.09263,19734.92745,17925.08487,15124.77295,12316.17348,16686.01424,14982.02895,15601.15086,12573.77149,9632.832359
103,28266.96994,21802.09329,12374.81045,15293.86117,23822.96144,5634.740291,15985.16943,7423.829563,25626.31823,18377.52356,20296.38702,14478.42052,8358.416938,8987.566027,8809.776938,13812.87106,16292.6298,8117.681099,6940.624217,4641.696748,3471.590213,11394.08806,18195.32633,16743.87269,8834.469513,15667.15303,14513.32228,3586.143485,14087.13947,2222.004805,12379.69663,8411.352077,7313.162789,8069.999857,8698.89619,26398.37106,20191.43718,15227.7406,12638.04911,17223.14397,9062.09326,25222.52594,22488.3852,23214.65444,16977.98656,18291.16943,13714.30049,13546.53394,20750.45063,17725.11404,29750.2608,13738.13836,20529.00019,15131.16748,16876.542,11440.28174,18745.29129,5469.016173,23788.50186,25663.22326,18043.76822,10625.10508,16967.79333,16107.07749,8919.846953,13438.42108,24749.00386,13735.77711,14358.3426,16532.83444,18039.16127,15286.11177,11313.28462,10633.48961,11961.3205,12352.42639
104,83536.00267,72218.79189,59766.0988,72688.9614,93349.54431,54310.42664,83583.86755,88491.53239,75737.22337,62336.99206,73974.20761,74894.6632,58791.57503,70935.07554,59506.62906,63665.11791,62124.39058,49847.96888,65100.30605,44249.0648,51027.74263,71408.94617,71813.69231,75911.17635,58794.00676,69362.5305,81104.47394,54286.43675,70123.71593,46998.34478,71626.07709,65019.16759,72206.29054,78490.39964,78649.55174,86142.08701,79386.44976,72278.3098,68789.78394,72763.33066,79917.67484,95825.85361,81472.0384,70899.32935,74671.52212,80365.63388,73237.50721,76947.9544,76610.78711,79278.33259,84040.97628,71785.99651,80905.20469,78028.44803,85147.62684,77121.49428,86327.54249,59498.59894,77047.52333,90328.37962,70538.17404,80427.16826,84072.91623,78669.00676,56797.77785,69808.37054,80359.75189,79217.17544,95447.45549,87018.90273,106409.2613,85143.46976,67334.05338,78342.78007,68021.06674,79668.37715
105,307392.6592,231536.9147,169457.8824,196553.0592,306130.0722,87894.70324,232696.7009,146728.3947,288019.7471,205168.2214,230495.3586,188586.4815,137091.8368,160265.2739,138560.9951,172254.0356,197319.0737,128865.7247,145429.7612,82978.0756,76910.87543,179544.9216,226789.6888,218959.324,125125.8788,191786.6807,201618.7168,64975.3506,187755.95,51167.58476,176284.6541,147986.8086,140297.7761,147130.7605,156001.6225,296420.1694,236419.6167,222266.9803,189510.1474,218717.4786,151078.9577,293042.3017,307129.6162,292314.8219,208786.8766,231605.6564,239400.3631,211575.5354,282116.4162,256291.0779,280507.2453,206846.5998,254908.552,233806.6614,223193.6658,164114.1168,251372.2235,116737.0899,274530.0225,270846.8614,214161.2725,190383.9368,244462.5123,223790.9995,137202.4415,210291.7047,302935.6707,224124.65,243469.4626,270237.042,287647.8899,217285.6761,180432.7771,178650.1893,194147.4067,206278.5435
106,27631.99273,26714.15162,21866.8382,24860.46547,29565.28631,14997.49909,28456.92714,24720.91324,28235.7238,18165.44311,26011.51733,28430.43336,21514.93181,19333.2702,20847.15186,25170.54616,33170.87732,18213.83744,23757.7696,14390.77562,21536.5755,29463.00791,25135.79217,27485.362,21580.30107,23782.07016,16707.12952,10805.28724,27480.80441,8874.929574,24602.25832,24550.5139,24952.29359,25225.54735,26182.33491,35598.24317,25939.0171,30849.70589,25162.35223,29141.27173,21637.46097,27421.31408,34268.67481,44344.38704,35463.11418,45158.39361,44167.6062,43806.72316,51445.54402,49463.42442,28778.05038,26861.89133,38968.24615,34917.69737,30291.65049,27875.99875,36729.31364,25241.28378,25700.9784,28778.47319,26025.45331,26833.21378,25552.40349,31147.07478,24581.92683,32641.37732,32221.60783,34822.17849,36341.08952,37838.44594,38095.2645,29740.26376,29432.03579,29903.9634,32190.10772,31197.2735
107,634.9960773,601.321109,526.2720013,340.2001061,355.9484367,293.8488121,565.355762,380.5018588,535.300082,387.3451426,434.8991535,375.3281733,262.8222643,228.2047713,239.8027668,427.151199,523.0231329,269.290495,335.6407385,328.6253891,407.7329801,387.1942459,440.1035308,573.5646568,285.7601926,334.1104444,313.4818122,145.3812095,453.9392799,212.2518575,420.1112804,320.5715279,256.6461471,305.5553728,190.3582828,404.1981723,635.2223387,515.0420695,431.7857303,434.8985739,426.2940797,573.0141352,501.107686,883.9818442,537.1764082,521.4251999,484.5398873,324.5050216,318.773306,457.1601125,397.7220426,349.9139473,359.9396392,346.7317564,350.1559313,425.8329002,394.6571504,240.1460403,540.5978315,438.367442,711.2705359,433.5080057,485.2517096,563.7886449,430.601448,600.6770485,421.9276594,470.235449,402.1190122,422.2795906,353.3489449,306.1633148,336.9267477,405.069339,456.9958034,235.396138
108,171394.1833,128468.6848,100502.2599,110691.7733,163056.5152,49223.88086,117365.1089,83788.35969,152104.3125,145601.6574,112585.6906,95060.0383,68270.12992,81554.23527,75746.45463,110303.5298,106885.7385,74442.81346,64885.88402,48302.33761,36175.54237,82108.01844,119695.8333,117298.3715,66708.54415,102139.6824,112846.1632,42499.53472,102468.3888,22262.41539,80893.54584,63036.99876,54747.59136,57266.68599,61858.33303,141078.4677,121011.8535,99091.28345,94430.42108,128358.0487,82027.33512,141442.1428,133647.6615,145399.9021,103757.5635,98267.18747,95286.97163,93233.28302,113986.5475,115223.8785,136083.9048,75529.55414,114723.1246,93656.08026,106899.1738,77220.44609,111514.2667,46545.58399,123604.1742,119630.6308,109706.9857,84358.60792,95863.75736,90181.68392,59658.91667,84614.67159,134429.2014,79132.03283,84884.45116,97443.99508,102232.4401,88321.81969,65667.34266,64171.19838,73532.13485,81728.38435
109,9635.695295,9295.854164,9184.704416,8212.501836,9673.841727,10472.18389,8875.562898,10167.38343,9432.056331,9521.367202,8507.934013,11223.09541,10396.97332,9088.717849,7384.663577,10993.98403,8162.664209,9145.614313,10232.85508,9614.199926,10662.60371,8191.100766,8229.304531,10098.95577,9590.904335,9035.871636,9491.541476,11926.24621,9588.770456,17746.5142,8891.350004,9632.977798,9642.791781,9535.898843,9199.823349,10437.15878,8825.088262,11792.68201,7439.654746,6958.652674,9789.692344,11801.35965,8926.05896,9483.349702,9624.799065,11899.62111,8716.621193,9527.183328,10714.45108,11576.77127,9138.183768,11012.38839,9479.415716,9896.55062,10383.20269,8629.9932,11229.26058,9957.026305,10070.95736,8741.937831,9231.697909,13913.45313,12674.45834,10589.04671,8381.205473,9706.551886,7938.597481,8302.736394,9058.172073,8974.04629,9349.052583,9076.849267,8756.163055,8991.974966,8580.830218,8540.170498
110,17427.35367,17974.16162,14927.43979,15596.12334,16105.10259,13911.85149,16673.63528,15525.06247,19439.50833,14265.35321,17888.27191,15559.99714,14551.65728,16433.43236,18990.2061,19638.04134,21762.68698,15950.14401,14337.58045,15433.01516,16308.12551,14451.2865,15275.21539,16571.60444,13882.89711,14788.74533,17111.65,14456.77918,15496.93481,15421.46937,16567.70119,16932.59865,16038.36173,17985.22973,17922.68327,14072.36366,15816.12314,12465.54086,13768.28132,14374.4879,17715.40236,12223.82885,11990.68027,13922.40823,13841.96138,12937.16679,14957.13688,13793.82754,11954.9324,15350.20108,14133.92301,26949.27152,14042.56658,15020.82713,13565.5246,11159.12299,19304.00682,17225.33399,14473.66577,13196.55661,15262.08885,14928.3533,12553.71087,13527.48231,12273.52405,12409.74213,13984.30529,14906.6412,16875.66959,18027.15419,19415.59023,15729.85499,16706.73748,15566.75417,15834.99472,16332.934
111,821855.5098,801399.353,627890.9801,630899.396,661709.9344,477368.2537,628020.3896,574093.0004,870155.1892,561360.9694,744239.7246,628772.348,518413.1055,594734.5574,579453.4404,647952.6474,695686.227,587443.068,602508.2543,462108.2202,529655.7969,621520.4392,651785.5512,721712.4549,510930.6334,528428.0337,481587.3507,406910.5392,649700.1792,326586.5447,626520.2786,523824.211,505250.841,552193.2384,592315.2626,804131.5854,747895.2488,712057.132,620669.2162,652426.5807,621374.5451,673330.8559,702512.6802,732461.9918,617799.2826,675681.2144,764861.8192,691283.6587,634649.193,687752.6765,704557.2704,667752.5086,733459.5759,637847.3928,653260.1154,695490.9378,691549.3475,665214.254,693876.1606,743395.5215,716547.0691,640314.0607,649344.8802,618852.7211,589895.3795,619161.3527,735407.0109,647851.6833,595104.1712,639323.7845,700377.0248,632170.1323,583903.2148,577823.6593,587345.7347,609734.0879
112,122532.9386,118568.6428,77315.05993,102185.9405,101804.8848,66453.38188,94523.31021,86485.17008,134507.9161,74164.70195,109199.996,99200.93952,71220.23517,89698.40459,79139.0713,85071.03223,96273.47359,72534.21754,87996.99322,61031.29667,79956.54542,90158.43501,103359.5492,103577.716,76004.4206,80823.34549,97350.66012,56855.85987,93694.6583,60200.92766,91725.87235,85042.32643,84840.83645,88841.84834,91099.54724,148348.0167,133930.0251,124957.6273,135085.8027,140492.7586,119920.5876,118835.1836,127036.2458,112720.2456,103505.3592,103432.1231,109609.1862,101757.4895,106522.9696,119192.0738,133353.8008,111009.8264,117535.7592,103878.2814,132907.5248,136078.1591,119976.4608,98803.49798,108222.8567,125629.9419,126393.8754,129677.7394,124967.295,116919.4549,98801.77629,99557.60546,127894.6824,109693.8146,118530.8517,119368.9748,122736.9648,102341.3096,111846.6722,101818.8796,104789.9083,102743.6213
113,10381.75035,10194.25782,11416.4046,9820.476783,8938.205459,9750.36873,9181.025613,7789.830707,9685.665013,10967.19506,9505.723897,17180.73597,8681.155132,10707.85083,9388.322309,9607.247919,9718.423296,7381.954253,10013.87619,10082.51136,9514.133843,9767.313423,8335.255245,9422.370435,8054.146569,8526.7437,6911.158131,9198.932954,8749.2496,9383.08581,10413.64391,11327.26384,11336.29604,11476.81856,12097.36435,37682.97615,32333.3229,28461.06658,38799.75156,30453.07435,24404.45242,31737.55198,27018.78931,20024.11191,21502.48116,28241.88324,32072.59511,27508.29554,34611.19022,27027.03273,25048.55555,25266.87035,34527.44344,24512.91451,31667.40648,25983.77572,23987.62243,32738.4402,28181.85993,27412.83274,43801.83939,29571.89205,30518.48916,28733.71493,29429.21415,25862.64461,30645.19503,31285.07766,32089.73056,32813.04565,34978.94713,21315.93149,22173.11666,22020.98741,25282.23798,22941.88112
115,18438.32792,15320.20237,12675.23717,14087.01652,18376.40681,7960.100869,16123.45307,12910.87393,16788.52673,14796.30977,15886.65769,14432.77225,10904.46481,10464.23491,9514.899762,12421.79105,13231.8475,8722.176028,9906.765159,7471.163419,6585.600373,12783.06896,15173.87961,14704.79734,11477.93957,14507.79342,15331.24582,7370.314552,13618.91787,6768.685308,13016.65402,12664.20565,12408.44066,12583.75129,12135.15391,19789.52695,17370.93765,15198.93261,13107.2387,16245.55238,11960.96107,22233.46348,19316.27192,18192.50825,14892.85793,17102.85248,14829.50743,15679.34803,21482.18227,18758.59889,22043.60782,13360.13676,17743.25316,15304.0163,17071.53575,12480.47664,16908.71269,8534.941841,18062.59699,19701.67199,14892.90097,15378.04411,16610.77598,17617.79846,10136.86627,14917.10197,17371.40058,17685.52876,18158.25936,18876.60095,19473.11349,15039.45382,15303.43658,14844.25958,15423.1008,15055.06226
116,151778.2809,135116.0043,113598.0177,119486.5995,131304.467,77337.23083,120872.5321,102827.1147,123546.5837,165587.3577,108196.3944,109841.5598,78599.14591,96577.62539,96650.63347,109801.1648,113044.0296,82185.9168,70362.37468,70197.00425,46769.38106,87172.18323,131638.1736,111432.2619,93488.71761,130952.1533,111870.5248,66286.61241,114320.3596,44029.56768,100500.8986,86058.78808,78057.72018,77430.40845,79313.02714,114543.5097,102436.6964,86491.77403,80919.42289,96500.63544,82408.73837,121271.031,94887.99091,117118.3343,91466.30477,92985.33732,73487.36666,87163.64897,109581.8776,96614.87263,121895.5607,87550.20263,105207.0797,80792.99035,103810.3071,81903.17963,104461.2574,56459.15645,122093.1584,124449.202,93708.44828,82509.22539,86939.63955,84499.50116,64252.94092,83964.63608,105049.0987,80033.83296,93924.26535,87244.09508,87081.07115,99769.4521,81201.89782,84521.72732,82179.38516,81883.16911
117,13966.94724,12108.33618,9957.311912,10916.49066,14626.04729,6243.988057,13834.58299,8056.028663,11093.75813,12815.6426,10530.56142,10622.19162,7233.285602,8720.666716,6573.025156,9281.503905,8619.539071,6410.85238,5612.472415,4430.854714,2898.767613,6832.590465,12078.33874,10528.02403,7224.928604,11507.46149,10531.29946,4233.234132,11209.05074,2159.565461,7856.355332,6403.961326,5684.265587,6309.588124,6295.551419,10234.51844,10018.38252,8260.237043,7236.047473,9986.571177,8083.050749,13789.59366,10435.58033,9406.919952,7946.453484,8311.977901,7024.090202,7186.520807,9176.803857,9989.35575,12920.58682,8291.52304,9560.686925,7299.300238,9357.368922,6977.796218,9961.462302,3775.983416,11268.2255,9867.964767,9121.422428,7525.836031,9750.294476,8613.471929,5105.971004,7503.252218,9953.239077,7029.777107,7165.561799,9060.505573,9190.497373,8638.918212,6389.87461,6060.430641,6934.380335,7192.207956
