,Hip8,Hip11,Hip3,Hip16,Hip4,Hip15,Hip12,Hip7,Hip13,Hip5,Hip10,Hip9,Hip6,Hip14,Hip30,Hip24,Hip23,Hip22,Hip32,Hip31,Hip21,Hip29,Hip25,Hip17,Hip28,Hip18,Hip20,Hip27,Hip26,Hip19,QC HIP 1,QC HIP 2,QC HIP 3,QC HIP 4,QC HIP 5,Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx23,Cortx22,Cortx30,Cortx14,Cortx10,Cortx2,Cortx5,Cortx13,Cortx9,Cortx1,Cortx6,Cortx15,Cortx8,Cortx11,Cortx7,Cortx16,Cortx12,Cortx4,Cortx3,QCCortx 1,QCCortx 2,QCCortx 3,QCCortx 4,QCCortx 5,QC Mix 1,QC Mix 2,QC Mix 3,QC Mix 4,QC Mix 5
25,22640.13514,24462.61763,17851.53271,18476.26801,14790.04293,15424.43056,14540.56295,16413.43488,27531.73535,18144.4323,19919.92465,17445.47756,13833.91842,17301.87264,17945.18463,19815.13162,18278.39428,17435.60423,17888.35616,15856.87594,14956.08974,14373.03164,19830.64597,22275.33446,16105.59074,15492.10311,19288.63228,16741.57742,16023.53553,14942.80417,14782.42833,14720.89214,13349.67727,12757.81928,12763.50557,27915.27046,25424.55041,21417.80897,21665.51513,22082.24639,20799.17788,16053.67423,18927.17758,23012.75259,17288.81818,16824.5152,17274.42563,17333.96848,13443.65598,17251.41098,21013.03106,18329.28825,21661.43289,16303.85003,20371.95951,20981.73933,16727.3716,17565.01238,19860.57838,25663.28366,26715.66216,22304.54523,18287.16637,15378.50668,15972.03844,14723.02268,22963.49048,14791.06314,14801.31025,14479.01717,14394.54675,15374.2066,15679.09149,14457.4581,13956.48506,14101.00631
26,12179.90343,12660.84211,10079.78689,11563.91874,12742.27915,7914.564945,10767.94354,11875.67755,14892.34378,7271.022616,14218.20071,12425.88651,11203.55663,9934.886001,9079.991184,11059.46475,12080.09683,9325.839058,12023.32356,8151.415894,11514.70089,12295.8839,11176.32941,12063.49381,9866.560947,10342.42587,10892.51477,6601.12617,10767.25903,7891.702865,10978.54505,11351.83367,11254.20875,11225.67955,10873.47774,18642.92556,17591.52016,19573.04074,15067.10064,16271.60074,15673.62585,16487.92671,20062.48244,19373.61288,16093.76781,18898.25731,17500.26617,17856.8412,18304.84337,18751.23029,16472.97154,19542.04782,18105.50102,16501.78342,17399.73689,17359.74793,17376.66736,16127.59557,16531.42325,17580.17429,17354.98503,19949.12128,16376.94736,17448.48614,13225.07483,16262.43612,17068.40569,18457.22366,18913.17293,19319.93389,19257.73847,14987.83273,15107.55322,15543.03214,14715.6663,14517.93319
27,10349.00505,10816.42986,9386.070765,11259.40545,11499.17423,8935.277229,10938.59909,10265.82737,10835.63914,6015.330029,11041.28931,11322.14438,11528.92265,9941.226504,8165.804799,8718.300733,10379.53258,8697.733489,12122.65753,8598.310199,13736.99109,12916.26085,10335.31088,11070.79853,10102.59266,11135.31521,9247.220875,8223.76586,12252.10509,10824.85913,10851.33518,12810.12367,13375.96736,13287.02664,13916.10033,14273.24411,12782.07729,16326.96248,15486.62979,13246.12314,13364.70173,13531.52313,15341.88527,13921.61306,17218.94752,16141.98034,18989.56316,14893.93806,16831.0454,14394.86161,13199.11472,16099.70038,14075.55026,17640.76497,13881.79919,14360.76325,16593.26878,14815.28399,13785.51883,12740.62192,11986.09384,13851.73549,16136.11032,16104.95148,15545.32555,13692.52984,13446.67917,18065.0628,17820.49031,18048.59057,17288.739,13364.37159,15371.75505,15518.55581,15650.18199,15364.94582
28,26739.74184,24282.3225,28543.1109,28513.63486,43132.00012,16768.25627,30848.18259,18336.65774,20003.60908,34764.04887,21068.55605,23258.815,18914.53175,22326.68948,19442.16329,22845.44409,23248.38624,20223.16479,17609.64209,16648.47529,7996.462611,19098.85804,22753.59678,23541.55083,17098.33574,26224.51037,26892.9072,12406.27571,25729.99235,5561.797751,18061.00317,15581.35537,13904.91067,15178.33496,15612.81293,20362.71929,23489.61048,22783.11538,24640.31418,29969.56677,22262.13723,30493.9203,28259.27504,21152.13828,19773.08475,21078.7211,19260.39668,24939.78285,24738.87947,29816.94554,31743.45453,16903.84827,27652.5634,18633.97724,24771.32644,21158.20873,29378.26711,13505.3936,21847.98268,18992.88555,21634.83082,23948.39352,19989.69566,25471.09284,22179.08042,26998.28951,20855.28169,16899.04867,18778.43718,22126.89293,24513.45134,19060.00074,17050.87662,16672.07422,17806.5291,17987.38427
29,31240.43513,25544.89505,20657.274,13341.89729,15190.46427,8873.349262,16537.98747,11520.7556,34260.89357,22562.23098,20637.75253,16325.48755,13164.07936,13559.24483,18236.39382,14394.21886,28239.17655,13821.22893,15026.31191,11617.70938,11939.06194,19219.40698,18344.46932,21985.19704,13020.2153,13412.12077,9780.576193,7567.255954,14730.5526,9281.671126,17844.49736,15481.12595,13847.03507,14121.15595,13706.00662,50576.02635,35630.24107,26327.16539,35586.07039,37928.56419,23173.16435,25732.08192,27193.54784,42514.68124,29813.34306,33988.05057,34522.03756,27395.22559,38808.87164,21584.36996,54710.67844,29457.04388,39099.7979,46819.68486,22134.55565,28966.1056,23711.60045,19479.84181,36210.96751,23115.58555,24227.81449,35670.84359,32833.99234,20461.51275,17870.68531,21246.28155,45967.79682,30155.50504,31691.77582,32872.12298,35483.86053,25914.2512,22684.5851,21675.30607,22883.00266,22635.45226
30,34232.67965,33430.53301,31420.13159,29673.7012,41238.38605,23089.74304,32426.31708,24827.73988,32660.33323,26620.22333,30657.41377,27792.92221,26702.38012,30431.3396,27380.97154,27666.21997,33174.83328,27968.13273,27897.57466,25079.86206,21200.77966,33519.37894,33841.98417,33681.30053,24036.57315,27210.60365,21062.29914,19527.60589,27866.33912,17005.74952,28852.80595,29252.91421,28704.45022,28697.84448,31066.99959,28013.07428,29560.18745,24383.12582,26415.26791,22814.97568,28487.9089,30838.08042,27445.36752,28760.17001,29967.92828,33037.54258,32002.84079,29914.2909,29562.96674,32642.46601,30018.00376,23863.24559,25416.25377,36696.05081,23429.2912,21945.56747,29514.23916,21765.23651,26946.28498,24735.34852,24394.19176,26496.52032,34506.66724,22480.78066,28277.64954,29174.98734,30836.69845,26166.70459,28748.03979,28832.71759,30437.80056,28406.87306,28047.85796,27483.96486,28296.89569,27924.69177
31,36032.11665,49187.00097,20608.74255,26768.82962,21644.79724,12831.81145,17867.81217,19388.21492,42358.35342,21344.68663,40017.5053,39912.10735,21579.86165,22809.90459,24089.52102,50868.45544,31368.52278,19008.29456,51127.9174,19762.12625,31875.69811,39039.65675,19901.12587,51471.79397,33731.30873,18048.64326,18083.97287,24465.36218,47721.52072,34063.83083,34560.00375,29891.25475,25576.21673,27667.06846,27461.46125,41691.86315,43080.22968,45983.48638,21203.09024,25003.01824,47791.7582,64877.82373,46212.21874,41992.15925,45779.23098,51430.90149,42600.22916,54366.82422,60999.72571,71446.85074,27699.07276,37760.28794,58126.95634,42858.3946,54455.10798,42387.90295,67244.3698,47852.96609,45214.78167,37856.57421,41593.17125,47843.92447,56698.02223,53411.44199,24324.345,34162.49012,30907.24475,30681.86385,32988.86605,38218.09703,42484.2255,32682.60258,24877.20746,26154.254,28642.63269,29863.7683
32,48781.12431,40117.8805,31040.24167,30303.23032,43811.41416,13269.38337,34016.84049,21386.90546,46405.67478,36226.52026,38807.87213,32437.35537,23229.75234,20344.45443,21230.98576,32514.99072,34647.00671,18284.30056,20537.04309,12391.54309,7484.382611,27449.75333,38482.01475,34724.64921,24501.61703,27118.88669,27211.67054,9916.67795,25346.30577,6493.750827,28148.84821,25410.49193,23658.8981,22625.78129,21810.38703,48371.37275,39144.99522,35985.11811,27083.65227,33645.75634,23676.79873,41024.00888,44721.6853,51240.67803,36040.13772,40891.39932,32966.6224,35205.41868,44288.61028,40228.49575,55081.53561,24469.20067,45344.43893,34438.02966,38435.33036,26110.48203,40229.41614,13806.80302,45059.8483,52170.1448,34575.7296,28923.66633,34668.71139,35057.64867,19393.30742,30389.28554,43712.38848,37691.30277,38832.15503,38252.29593,39469.45698,34969.38544,31107.22781,29927.90032,29090.30251,29509.6493
33,40302.10785,39927.08591,33690.07729,31167.85861,52138.025,16231.74559,32952.3733,25423.22563,55249.21779,21181.37022,36871.05584,25972.44698,27675.44525,24763.78802,24245.21605,28129.98905,40237.70103,20819.13262,33436.03755,16652.04727,19052.85963,30720.15823,34138.42944,35777.41359,21425.11354,22981.60779,19411.14852,13256.50465,29742.67263,8855.554723,28632.1317,30824.73582,31153.01868,29128.84117,29763.04968,60235.79901,43117.48621,47928.4785,32929.78639,37354.55288,33431.39473,42689.37438,55162.73689,51992.59267,38137.94207,55544.11125,52974.382,57118.58651,53765.45212,63856.83782,47831.06523,34218.94269,52524.46516,53165.5353,42265.21826,38141.604,54725.33497,37595.60107,40653.89147,44382.53786,41269.41603,43001.6097,42327.6907,41322.27182,36104.99773,49230.07609,49000.99649,55078.78453,49180.51372,61134.29831,57020.91468,35625.05183,41871.25978,39603.2842,40377.43062,40913.36405
34,53626.41775,67761.58912,26149.73168,34351.75009,29172.44447,19049.47523,26581.20034,30721.15218,63960.6337,26526.47472,56817.19046,56851.90202,30409.87931,33892.25766,35208.82718,71340.35362,41809.43547,24962.19815,74108.54784,27670.38482,50694.26548,56106.62657,26789.67179,80944.03048,50219.11039,23831.71207,25715.13579,33691.59171,72175.30415,48424.04267,51469.49011,42588.01857,37015.2077,41000.78806,42483.60586,57433.63117,65545.90202,66645.14616,29598.38819,33176.6151,70853.0886,91982.32162,66085.72728,53053.98124,62083.78802,73332.42093,63122.1046,81747.77295,84040.35401,99956.24833,37566.72643,53385.24753,81112.8578,62530.70268,75447.43834,63057.46771,98042.48865,71736.61008,62812.81357,56499.64991,54905.82373,69264.5492,82508.08737,76180.85224,33924.37325,48294.25788,38931.85352,42838.88248,46118.86756,58604.02068,59607.50437,49217.22897,36871.72408,38154.23813,44065.54341,42938.45933
36,60288.12832,62246.39378,46020.19172,46059.89249,48313.51992,34570.90134,51192.4971,48410.88567,66577.29599,37995.96493,58006.49239,48780.46305,42559.77715,45486.98617,42841.4037,48233.14041,45105.02577,35319.9618,49383.92726,33045.78019,38900.96217,43696.87795,54876.06959,54227.61284,42362.07312,43778.11035,45519.89559,33534.66625,54848.54448,30531.9503,47061.02323,45228.11343,46409.25606,42174.30001,41922.67326,68374.11112,65579.88398,73249.70518,57403.61072,63049.25486,62026.91643,55430.10354,63931.15382,61291.7212,60938.49397,55109.00926,60006.74007,58429.59124,45854.75035,57564.06369,63784.52958,63968.07784,56677.4683,55894.04778,55695.62473,65899.2824,49522.12354,51600.00988,64620.52383,81943.874,76960.45745,64286.40103,56096.34794,52288.40551,44863.09769,45841.57106,59712.44282,65575.05589,58275.068,55830.33372,67254.85161,58303.45776,51647.59823,48644.75662,48428.8892,58116.84513
37,92944.77784,73399.9589,59521.77913,67026.20554,112997.2144,28311.31819,87506.02247,49813.0008,83979.23607,63885.88103,81754.74608,67483.91664,53487.53841,47819.6252,37752.0591,59621.16132,63701.38112,33042.17333,42906.85339,23967.63809,18133.69749,68422.44684,74187.75146,65517.16531,50768.85982,64629.39323,65805.10884,19607.87098,63708.76787,13202.7625,63461.4641,59441.80033,58831.08762,62387.58136,65065.78149,102165.0509,78737.68174,77505.21778,60095.20145,75314.80284,55869.23277,113643.1641,109095.0921,103098.1638,83344.4537,93284.13802,80790.13502,88274.24172,122980.8149,101379.8352,112887.3305,63539.33682,101795.5255,85179.82827,93118.92299,63293.72791,100563.2858,32479.18944,90361.3798,105112.594,69254.62981,62984.70806,82657.00658,88103.82272,48114.76244,78463.36011,92551.18576,96278.5145,102162.8236,112054.1677,119323.5197,82120.75603,75716.29353,77451.84073,83434.38194,82771.31048
38,6324.73738,5742.33901,5807.39243,5073.311349,6915.354116,3529.231598,5734.116346,5074.250533,5004.644357,8305.085435,5100.498903,5373.806853,4918.482528,4400.142672,4392.515283,5860.885914,5109.698806,4140.7843,3642.36013,3819.733672,2154.209463,4829.579574,5743.792236,4942.015744,4306.175442,5659.14005,6311.121289,3131.20278,4964.154541,2272.468698,4958.927963,4191.60753,4689.153918,4413.645107,4551.144583,4994.094745,4824.525321,2892.967337,4562.316401,4531.883429,4625.49303,5621.450543,3479.416381,5742.832546,4711.196253,4706.834425,3465.502284,4193.222398,5435.303321,5412.522466,5471.263605,3662.929694,5623.504007,4197.922245,4720.850107,3659.508699,6035.401591,2434.186427,5150.226124,5624.007033,4097.101793,3732.964089,4023.561472,3446.731846,3321.874772,4051.986461,5058.261685,4685.99215,4138.253818,4246.357639,4197.136279,4372.685493,4244.464918,4369.24556,4650.767074,4584.830971
39,13081.67745,11817.16753,16337.87972,11519.10924,13571.41901,11722.27189,22936.41186,9305.814444,16251.19421,11894.28498,13579.11367,14262.60559,10578.83921,12730.40603,11476.3763,11389.38789,14030.31023,9779.176859,11406.71547,11150.24433,10739.55941,13553.97896,11385.19631,10546.02636,11464.2719,10040.62417,9257.783696,9353.562335,9036.276531,10635.68683,14033.84361,13863.30965,13511.94407,13708.57047,13417.44329,5125.847449,5406.604131,3074.531528,2477.217562,4308.012404,6633.244185,5114.451975,4481.429764,4055.173019,5614.50892,4281.910368,5379.087717,4244.86493,5614.798682,3175.164368,5609.327549,3879.376558,4044.687464,4742.442299,5184.967097,1835.655634,2737.430114,3692.747273,5521.831151,4048.242757,4939.123862,1982.872154,4612.232609,2896.293328,3968.13862,4703.854327,4473.33798,4785.524653,5037.722178,5087.388497,5423.873285,10248.17037,9100.773033,9468.772715,9357.038964,9589.556541
40,7064.875898,5033.843329,3605.794909,4388.152337,3903.639751,1951.862657,4389.468726,2641.549624,6923.905097,2868.837357,3694.654198,4518.299738,3339.313753,2707.284103,4166.05034,3514.091324,5913.547699,2752.447985,3452.834642,2545.366021,3070.35606,4741.444648,5649.467904,4441.242891,2934.309735,4024.492477,2432.122826,1556.026611,5013.925463,1592.626083,3979.1638,3349.113561,2905.238598,3032.707164,3531.350847,8600.572531,6961.497679,7458.247528,7087.084823,5861.57077,3935.340715,5624.360257,7286.724919,8800.041856,6746.919135,7905.336206,9173.34302,6187.677348,8485.202018,5333.178747,9571.973641,6216.128423,6758.439275,8363.848974,4922.090307,5671.5532,5007.018174,5047.695655,8466.953177,4678.717475,5384.947546,4211.162079,6627.710394,5116.567451,4482.28393,5611.208313,8038.461782,6209.049078,6216.051371,7168.234473,7832.803091,5698.615569,4739.942784,4557.46174,5095.177353,5073.696484
41,12585.55316,9642.472282,4666.13267,8844.515448,6011.075756,3832.225463,10189.00097,5952.139256,13115.35369,3888.884751,11157.18645,10058.96588,4827.354149,5636.823694,4301.893907,4052.055317,6224.267951,4559.221426,7768.510644,3182.533346,4980.468053,6568.556695,9953.640265,8295.26933,7775.696661,8457.401459,5175.677515,4028.620015,9843.154037,3812.553436,6994.512537,6901.855929,7061.003056,7613.205601,6891.033566,25844.20822,16806.31736,24762.25053,11414.79779,11097.63349,10748.57029,16815.0951,24369.19665,11781.09143,14035.44064,10868.7279,16025.30155,8832.229894,12408.62401,9580.291584,22697.9821,15648.13778,20344.66784,12983.98015,12302.0882,10915.77752,13350.0828,8913.724821,15347.59736,11758.48367,12446.6989,13343.10117,14848.57549,15031.11287,4862.596633,7215.752051,13687.25972,15463.16809,14545.54901,15537.91185,17571.71563,10177.77813,11112.58725,9753.597774,10021.18752,10853.77141
42,15415.23661,11984.61235,6540.978534,7321.195146,12206.27769,3047.611696,9512.699279,4343.222926,14896.42573,8078.34075,9876.036415,8237.454781,4661.023452,4819.157768,4357.523836,7295.545318,9590.220866,3706.185938,3928.198011,2229.64226,1593.256819,5977.322625,9633.409814,8882.388721,4676.289748,7700.495806,7937.194639,2226.898896,7593.542422,1006.325981,6961.315542,5079.189376,4421.300222,4930.178062,5301.402661,17444.85845,10909.32038,9478.917892,7577.903558,9807.23603,4938.972361,13026.05918,10942.51259,14742.16701,8842.215873,10111.95445,8016.711909,8611.408341,14083.74745,9334.419934,14961.90313,6100.198395,11066.33665,8329.184681,9588.497442,5880.698423,9792.174458,2473.792687,12348.02984,15263.86987,9014.854474,5687.698018,8417.016834,9361.595094,4231.228053,6613.127034,15107.23029,7683.971122,8797.750117,10352.32756,11413.81281,8992.29122,6817.286569,6585.68774,6696.64007,7104.459517
43,9111.351423,8216.521547,4348.448948,6165.593587,5941.440913,3142.50574,6983.754887,5082.219061,12271.18696,3663.594688,8870.80383,6854.967077,4725.462379,5247.223353,4284.607998,3753.165818,6253.46609,3716.24029,7043.28775,2901.779086,4157.759437,6678.427093,6779.953497,7320.658126,5341.838183,5817.794911,4995.461858,2767.310206,7076.417219,2536.848796,6045.018883,6008.387969,5939.883626,5977.184853,5930.963284,17148.38932,10035.67433,11104.11734,6318.662357,8758.294355,7577.977457,11523.58573,13737.3982,11971.10549,7488.62874,8270.791912,12474.80999,8749.740303,11828.9957,8538.593887,10936.07191,9969.722742,19284.43246,12778.81422,9329.607627,8181.63249,11429.46985,7770.929927,8130.635525,10618.59718,7844.945964,11135.65093,8655.104902,10344.68549,5317.376064,8125.57563,11088.16107,11432.04361,12158.54373,12464.33675,13753.67066,9345.224084,8363.539705,8567.222432,8335.681298,8738.996519
44,64724.33261,57169.71055,67868.73853,45054.13349,70281.06843,59882.10691,35599.4108,57615.02479,62539.08614,67045.44197,65025.27694,45135.28482,49143.12775,57827.24564,64979.83648,52655.43632,53956.37078,47550.66333,50682.61436,64013.84,60555.11734,65173.18018,50120.09036,57559.32858,63671.54797,57832.6298,59505.58454,59510.30597,52805.10022,64629.13109,60382.58662,62129.57446,58971.21569,58852.12272,58966.54168,11869.16938,10858.04189,8672.217615,11853.94773,15220.76063,19373.5852,10201.6391,9172.139096,12445.21028,11990.97526,10623.33102,11647.54838,10582.44297,11897.19314,11363.81191,11360.81101,31106.0709,25426.51291,22697.43644,11497.1641,25057.88099,14316.03425,27076.72719,10939.91951,35701.63008,34958.7917,24979.05524,9820.754751,24902.57303,23755.92035,35009.65342,18473.77692,19247.26924,21084.36764,20490.66963,21553.23999,43539.96095,44775.85065,43201.02934,46746.06555,44770.21184
45,5827.224048,5825.417745,5097.402964,4166.194015,6154.671916,2936.950956,4713.470426,3863.66417,5852.711205,2953.647575,5228.748628,4640.920229,3327.369675,3239.056042,3295.350694,4401.285387,5211.963038,3926.349387,4231.06035,3071.658591,4060.103755,4272.816258,5709.294082,5298.289255,4379.677109,3420.253927,2352.610327,2063.419952,4464.264971,2642.522144,4003.485693,4061.278946,4119.681573,3904.560922,3831.794586,5358.983929,4657.695048,6814.075124,3603.746238,3530.430144,3961.912877,4625.299431,4922.502346,5627.1831,4543.50871,6637.218676,5123.542409,5570.052629,3913.118671,5030.483755,4759.203841,5132.135816,4455.21489,5540.128507,3778.417632,4143.114318,4111.569724,4464.350805,6097.483355,5314.432986,5341.82306,4788.158947,5053.5837,4915.36505,4646.880455,4613.640649,5001.864875,5003.806376,4696.999025,4820.906188,5403.112147,4711.273236,4250.478012,4707.412875,4000.733638,4912.6414
46,14539.76746,13643.30549,7086.37913,10238.46074,8687.723966,4907.358307,11097.8551,7670.905972,18860.8386,5413.094046,14216.88281,11946.50496,7135.812788,7353.134997,6544.614029,5427.889784,10401.54779,6336.943169,10357.49402,4101.717835,7648.948694,10295.24805,11138.16072,11750.40485,9041.202842,9481.165541,5533.440039,3912.665108,12293.89805,4516.012722,9994.490463,9838.036902,9262.218542,9144.44203,10225.7486,21845.60545,12923.70555,17290.80061,8938.044671,10924.72669,9071.790137,14372.42439,18382.27171,16389.8469,11317.90522,12933.87301,19660.7818,10409.94929,15213.67294,9867.248133,15880.12484,15663.40209,18764.00689,16022.30373,10916.36332,10558.14174,13596.66198,10226.46344,15271.89784,12921.6532,10867.6874,12950.65919,13024.30448,14176.38025,7585.07521,10544.95936,13735.47957,14490.94732,14737.54874,15282.99837,17497.72713,13768.92235,11472.96619,11300.20723,11131.86345,11774.31107
47,27844.41894,27193.83797,22038.11241,22134.32903,28142.56765,13261.61839,26408.30509,22200.4854,27420.92092,15188.13248,24872.00355,29862.42048,20487.64034,18586.40599,18436.9488,22720.48423,28861.93964,17100.03792,25350.45397,15809.47333,26122.53124,28552.69963,26588.74721,24691.87314,20340.54742,21107.94439,16975.62005,11847.57553,26627.74925,13067.56248,23995.94674,23745.4357,24866.95572,25723.46112,26236.17989,38571.92968,31287.22311,41218.52974,32264.05184,31771.24389,25540.85496,35489.11954,41809.3664,43806.68034,38529.40313,48764.30683,46949.39762,45077.70292,55015.40139,48687.47157,31713.93531,33755.7212,38096.85074,34973.28483,34125.14889,32656.25435,36838.55076,30056.97699,34435.94671,33725.50566,31939.63204,29755.36797,33974.22504,39982.4132,30005.19728,39384.71121,35600.3391,40527.17135,41672.49425,42877.3246,44926.32293,32177.50581,32046.9736,34208.32038,34473.07445,35628.14655
48,64028.63406,55766.51405,63936.72482,62498.65801,83695.78304,51181.0839,74879.14701,59920.78807,49711.55859,85112.02805,57231.01239,56422.58535,57766.08965,63416.43576,55412.69155,59853.3208,54029.29081,46944.46612,45270.41234,44280.45118,29246.07384,66469.76357,59121.98127,56346.32341,54744.32847,71862.51767,84655.13948,46893.69795,58447.03441,30271.64294,57007.54598,53799.60085,57588.35172,60339.27865,64118.04848,57280.08907,56954.87212,34721.75283,44138.87071,52571.28925,44710.46247,76996.45135,39976.75377,60774.37513,59683.88592,58024.09698,42244.8327,52662.61838,74827.24406,65351.27447,60836.00426,39240.76949,65207.53675,47607.03111,54329.85484,41061.58347,62286.36319,31852.25862,54918.22997,60131.79305,40723.12584,38282.71716,50390.14481,45673.88657,38781.28517,52176.62221,46916.90261,50702.66373,48793.8222,56064.82914,50649.62618,54633.70161,54215.23179,55095.48823,56428.14941,52256.17405
50,6803.682289,6643.327801,5351.417134,6194.787288,7059.372508,3446.223416,5801.25334,4455.651978,6127.03226,4921.741603,5486.826739,6160.115412,4791.202849,4605.201047,4365.429402,4973.821319,5899.260034,4113.434841,4316.553381,3393.978651,5601.556368,5170.632354,6302.880907,5910.828046,4529.559561,5152.76665,4812.415153,3010.650548,6009.958508,3793.812843,5529.920508,4744.565826,5029.91248,5194.105882,5149.181337,6292.683757,5924.770856,6489.728759,6077.403389,5483.23454,4352.784986,7115.028813,6658.305316,7748.354638,6313.350717,6611.286853,6632.658772,5412.541601,6229.54111,5763.229671,6910.458552,6772.191386,5778.864285,6676.918443,4912.066563,5109.321098,5943.124937,4937.730098,7187.821018,6033.795903,6391.478713,4634.486213,6863.274056,6191.467488,5221.908588,5867.63112,6466.514854,5493.274731,6093.590681,6073.189992,6838.594915,6009.025198,5601.780063,4889.420003,5567.094238,5299.552714
51,5233.567102,4843.721171,4153.269381,4895.502583,4863.120728,3823.957209,4780.461875,4346.646911,5240.533085,3959.881268,5338.003814,5914.618617,3930.2919,4683.676154,3657.67349,4304.083121,4843.78654,3612.420172,3797.858143,3731.920358,4260.452337,4551.142999,5694.263102,5362.418632,4958.19531,4584.378295,4325.479114,3628.47368,4778.838352,3879.934612,5235.244983,4874.370112,4806.368521,4428.581623,4554.589342,6185.589716,5474.808582,5846.62139,5730.492429,4822.302575,4446.746389,5478.28193,5822.114834,5460.735742,5432.417472,4979.198292,5441.185571,4068.000446,4923.477717,4395.182858,5632.394826,5685.135406,4622.240365,5043.399308,4687.358455,5103.625167,4708.114918,3485.496564,5733.179687,5542.106537,4888.594976,4811.431118,5555.221694,5806.082807,4191.702195,4597.857395,5291.844398,5346.857353,5560.353424,5205.920104,5294.209969,5208.888052,5096.357047,5025.188673,4829.747483,4771.771234
53,28148.77057,23745.9092,14325.41384,19609.69198,26649.49439,7120.956794,21305.94305,16499.61124,28928.64592,14788.14206,22352.55677,18073.92437,12044.68558,12412.53039,9977.435207,14537.7549,18402.25483,9426.654396,11677.388,6342.599117,6885.285467,15594.56439,20653.67192,20531.15786,11231.14279,16997.35308,15658.79654,5140.021586,18479.26908,4034.094235,15945.80312,13891.72036,11685.71321,12756.14552,14323.85365,30647.18089,25917.86629,22379.07116,17822.57611,21907.29796,12654.00952,35061.17528,33434.59413,30129.00304,21626.59483,24380.65772,27559.30767,19270.55423,33821.24265,25561.99435,34717.95855,18194.65523,25716.75327,23412.73019,22199.47729,15775.24811,22432.07357,11115.87743,27740.43302,27627.8115,20409.3754,23412.10839,24326.64141,23885.06627,11826.04209,19884.14767,28268.40757,22767.02475,24696.26181,28324.60406,32428.62729,21041.15019,17688.66244,16802.71959,19759.0523,19433.67496
54,231167.6437,225525.4387,156924.0074,195304.6492,147700.7342,154256.6167,157595.6651,149843.9516,271893.9531,170392.2726,233947.7759,167693.3979,122016.0862,158085.4057,159714.0973,209809.1137,177904.7937,144161.4967,166116.8205,130730.0441,137435.741,149051.1931,194851.6019,211866.6234,164145.6444,137319.2543,175793.5946,135870.7279,164586.6238,119760.14,176712.8077,144140.89,144722.5966,138184.0167,153309.2841,226810.5066,227452.1577,212263.8423,211345.9022,212039.8758,209058.122,169353.6711,187533.8799,192178.0249,166547.4615,150430.2056,151550.5848,157782.1304,138647.3074,169433.9886,206829.6304,192546.9984,200287.0111,161505.3024,218848.7935,204063.0364,174869.6755,172034.2953,206350.0061,229998.0988,241774.9769,212681.0533,196198.3266,176259.603,142908.7173,163541.912,221702.569,171379.6455,162981.5363,159127.3062,176592.2898,190367.9575,177360.6741,173918.5831,147935.2848,133055.5502
55,11913.78671,11406.2321,9284.095984,7686.032203,13203.48695,3602.683049,8159.371853,7854.451347,16688.04888,5534.40442,10891.60432,8204.563202,7849.481092,5813.199477,6680.132159,8803.552572,11294.28173,5877.889034,10597.00339,4397.455861,6622.194684,10317.14627,9118.745873,9126.330517,5192.392861,5568.735599,5717.367671,2769.162535,8178.847254,2303.247017,8200.378888,7636.887434,7679.27847,7996.032478,8153.640922,20949.17483,13245.18841,19752.388,10726.68301,12046.56675,11464.50474,11956.66053,21321.70447,23435.61495,15188.91022,18781.70682,23359.92207,18055.77765,18536.52528,17670.36779,15646.40714,14082.60469,19946.34464,17640.9721,14067.10227,14088.84286,18241.93709,14399.98705,13553.6136,18581.56085,15253.03079,18763.45125,12033.41642,14463.16799,10662.28425,16185.53928,16755.0163,17984.01233,17990.83147,19521.06659,20231.15801,12382.43228,11755.42534,11843.89721,12596.18625,12805.15502
56,5395.754372,5727.465089,5214.027002,5067.713408,5922.072776,2579.396119,5018.425382,5508.720033,6269.498085,3626.318356,5619.809045,5392.824303,5787.369629,3971.701529,3669.227481,4986.32461,5721.930591,3880.325892,6079.33125,3635.803296,5802.573628,6360.658678,5047.258826,4682.414726,3955.609298,4432.674148,3585.668697,2288.910205,5000.962375,2905.916127,4914.93815,5393.85274,5139.548329,5280.302827,4937.445025,7446.972538,7211.527634,8769.031403,6185.103829,6169.528796,5607.820272,6782.206814,8493.699291,8678.33729,7479.06931,8811.148621,9241.224155,7690.671885,8881.664018,7551.64557,7100.406194,7410.549589,8510.218721,7907.770245,7152.53508,6659.520641,8435.108999,8801.221592,7373.007478,7621.208639,7187.969485,8851.553891,7150.245761,7502.649357,5853.264573,7921.924201,7522.390862,8028.51144,8233.677554,8361.442745,8522.51235,6298.009194,6968.695291,6648.516999,7107.363346,6704.999782
